353.463,289.431,353.463,320.852,289.431
350.981,292.339,350.981,320.852,292.339
353.463,289.431,353.463,320.852,289.431
348.498,286.523,348.498,326.117,286.523
348.498,286.523,348.498,323.485,286.523
348.498,289.431,348.498,326.117,289.431
346.015,292.339,346.015,320.852,292.339
346.015,292.339,346.015,326.117,292.339
348.498,292.339,348.498,326.117,292.339
346.015,292.339,346.015,323.485,292.339
343.533,295.246,343.533,323.485,295.246
346.015,298.154,346.015,318.220,298.154
343.533,295.246,343.533,318.220,295.246
343.533,298.154,343.533,320.852,298.154
343.533,298.154,343.533,320.852,298.154
343.533,298.154,343.533,326.117,298.154
343.533,298.154,343.533,318.220,298.154
343.533,298.154,343.533,320.852,298.154
343.533,298.154,343.533,315.587,298.154
346.015,301.062,346.015,318.220,301.062
350.981,298.154,350.981,320.852,298.154
346.015,298.154,346.015,318.220,298.154
348.498,301.062,348.498,315.587,301.062
348.498,298.154,348.498,318.220,298.154
355.946,303.969,355.946,326.117,303.969
350.981,306.877,350.981,323.485,306.877
353.463,301.062,353.463,323.485,301.062
353.463,303.969,353.463,328.749,303.969
355.946,306.877,355.946,328.749,306.877
350.981,303.969,350.981,331.382,303.969
350.981,303.969,350.981,331.382,303.969
353.463,312.693,353.463,331.382,312.693
350.981,312.693,350.981,334.014,312.693
353.463,312.693,353.463,339.279,312.693
358.429,301.062,358.429,336.647,301.062
350.981,303.969,350.981,341.912,303.969
350.981,306.877,350.981,341.912,306.877
353.463,309.785,353.463,344.544,309.785
350.981,312.693,350.981,341.912,312.693
348.498,312.693,348.498,347.177,312.693
343.533,315.600,343.533,347.177,315.600
343.533,318.508,343.533,349.809,318.508
346.015,315.600,346.015,347.177,315.600
346.015,318.508,346.015,349.809,318.508
338.567,318.508,338.567,352.441,318.508
346.015,321.416,346.015,352.441,321.416
343.533,324.324,343.533,355.074,324.324
346.015,327.231,346.015,349.809,327.231
341.050,324.324,341.050,349.809,324.324
341.050,330.139,341.050,352.441,330.139
338.567,327.231,338.567,344.544,327.231
341.050,335.954,341.050,349.809,335.954
341.050,335.954,341.050,349.809,335.954
338.567,335.954,338.567,349.809,335.954
338.567,335.954,338.567,344.544,335.954
341.050,333.047,341.050,341.912,333.047
341.050,338.862,341.050,341.912,338.862
341.050,338.862,341.050,341.912,338.862
338.567,338.862,338.567,341.912,338.862
341.050,347.585,341.050,341.912,347.585
336.085,344.678,336.085,339.279,344.678
336.085,350.493,336.085,341.912,350.493
341.050,350.493,341.050,339.279,350.493
338.567,344.678,338.567,344.544,344.678
338.567,353.401,338.567,347.177,353.401
338.567,347.585,338.567,341.912,347.585
338.567,347.585,338.567,341.912,347.585
341.050,353.401,341.050,341.912,353.401
338.567,347.585,338.567,341.912,347.585
338.567,350.493,338.567,341.912,350.493
336.085,350.493,336.085,341.912,350.493
341.050,353.401,341.050,341.912,353.401
338.567,353.401,338.567,344.544,353.401
341.050,344.678,341.050,341.912,344.678
338.567,353.401,338.567,349.809,353.401
338.567,353.401,338.567,349.809,353.401
336.085,353.401,336.085,347.177,353.401
338.567,353.401,338.567,352.441,353.401
343.533,353.401,343.533,347.177,353.401
341.050,359.216,341.050,349.809,359.216
341.050,359.216,341.050,349.809,359.216
338.567,359.216,338.567,349.809,359.216
341.050,359.216,341.050,352.441,359.216
341.050,362.124,341.050,352.441,362.124
338.567,362.124,338.567,349.809,362.124
338.567,365.032,338.567,349.809,365.032
338.567,359.216,338.567,349.809,359.216
338.567,362.124,338.567,347.177,362.124
338.567,365.032,338.567,344.544,365.032
336.085,370.847,336.085,344.544,370.847
336.085,367.939,336.085,336.647,367.939
338.567,362.124,338.567,336.647,362.124
336.085,367.939,336.085,341.912,367.939
338.567,365.032,338.567,339.279,365.032
336.085,367.939,336.085,339.279,367.939
333.602,365.032,333.602,339.279,365.032
333.602,367.939,333.602,331.382,367.939
333.602,365.032,333.602,334.014,365.032
328.637,365.032,328.637,336.647,365.032
331.119,365.032,331.119,334.014,365.032
328.637,359.216,328.637,334.014,359.216
328.637,362.124,328.637,336.647,362.124
328.637,362.124,328.637,331.382,362.124
328.637,362.124,328.637,334.014,362.124
331.119,362.124,331.119,334.014,362.124
328.637,362.124,328.637,334.014,362.124
333.602,359.216,333.602,334.014,359.216
331.119,359.216,331.119,334.014,359.216
323.671,362.124,323.671,336.647,362.124
331.119,356.308,331.119,336.647,356.308
328.637,362.124,328.637,336.647,362.124
328.637,356.308,328.637,336.647,356.308
328.637,359.216,328.637,336.647,359.216
326.154,359.216,326.154,336.647,359.216
326.154,356.308,326.154,336.647,356.308
326.154,356.308,326.154,336.647,356.308
326.154,356.308,326.154,334.014,356.308
326.154,353.401,326.154,336.647,353.401
328.637,350.493,328.637,336.647,350.493
331.119,353.401,331.119,336.647,353.401
323.671,353.401,323.671,334.014,353.401
326.154,350.493,326.154,334.014,350.493
323.671,350.493,323.671,334.014,350.493
326.154,353.401,326.154,334.014,353.401
328.637,350.493,328.637,331.382,350.493
323.671,350.493,323.671,334.014,350.493
326.154,353.401,326.154,334.014,353.401
323.671,347.585,323.671,334.014,347.585
323.671,347.585,323.671,339.279,347.585
323.671,350.493,323.671,339.279,350.493
328.637,347.585,328.637,336.647,347.585
321.189,347.585,321.189,331.382,347.585
326.154,347.585,326.154,336.647,347.585
326.154,347.585,326.154,336.647,347.585
326.154,344.678,326.154,331.382,344.678
326.154,350.493,326.154,334.014,350.493
323.671,344.678,323.671,334.014,344.678
326.154,344.678,326.154,334.014,344.678
