-0.050,-0.692,-0.752
-0.060,-0.660,-0.767
-0.060,-0.610,-0.762
-0.077,-0.651,-0.774
-0.080,-0.629,-0.782
-0.077,-0.637,-0.775
-0.070,-0.655,-0.767
-0.067,-0.659,-0.769
-0.043,-0.677,-0.750
-0.083,-0.669,-0.785
-0.066,-0.702,-0.773
-0.071,-0.699,-0.796
-0.076,-0.719,-0.811
-0.086,-0.706,-0.797
-0.081,-0.692,-0.783
-0.085,-0.725,-0.791
-0.073,-0.752,-0.784
-0.070,-0.762,-0.777
-0.058,-0.803,-0.765
-0.076,-0.784,-0.783
-0.080,-0.769,-0.786
-0.070,-0.770,-0.795
-0.070,-0.740,-0.805
-0.083,-0.733,-0.818
-0.091,-0.741,-0.817
-0.077,-0.731,-0.798
-0.078,-0.757,-0.784
-0.099,-0.768,-0.796
-0.111,-0.777,-0.799
-0.100,-0.792,-0.793
-0.084,-0.796,-0.786
-0.070,-0.783,-0.777
-0.091,-0.795,-0.802
-0.078,-0.772,-0.776
-0.074,-0.786,-0.766
-0.105,-0.784,-0.793
-0.089,-0.768,-0.772
-0.107,-0.777,-0.786
-0.102,-0.787,-0.776
-0.107,-0.774,-0.781
-0.089,-0.779,-0.763
-0.099,-0.779,-0.782
-0.092,-0.812,-0.775
-0.096,-0.786,-0.779
-0.103,-0.772,-0.786
-0.114,-0.774,-0.798
-0.107,-0.772,-0.800
-0.109,-0.777,-0.797
-0.135,-0.814,-0.799
-0.137,-0.788,-0.796
-0.124,-0.795,-0.779
-0.142,-0.824,-0.792
-0.139,-0.822,-0.794
-0.149,-0.786,-0.799
-0.147,-0.741,-0.802
-0.136,-0.722,-0.786
-0.141,-0.717,-0.796
-0.162,-0.707,-0.812
-0.138,-0.743,-0.821
-0.176,-0.727,-0.849
-0.146,-0.768,-0.810
-0.162,-0.785,-0.827
-0.157,-0.784,-0.821
-0.154,-0.785,-0.818
-0.156,-0.801,-0.821
-0.180,-0.774,-0.840
-0.170,-0.775,-0.816
-0.144,-0.763,-0.789
-0.169,-0.772,-0.809
-0.172,-0.767,-0.808
-0.168,-0.770,-0.799
-0.161,-0.774,-0.802
-0.178,-0.784,-0.814
-0.167,-0.810,-0.798
-0.169,-0.817,-0.809
-0.167,-0.819,-0.807
-0.150,-0.791,-0.800
-0.147,-0.821,-0.802
-0.136,-0.812,-0.781
-0.163,-0.829,-0.794
-0.159,-0.824,-0.781
-0.174,-0.839,-0.782
-0.160,-0.829,-0.763
-0.154,-0.826,-0.761
-0.150,-0.838,-0.763
-0.149,-0.825,-0.771
-0.141,-0.806,-0.777
-0.169,-0.803,-0.805
-0.165,-0.802,-0.796
-0.152,-0.820,-0.783
-0.155,-0.843,-0.781
-0.172,-0.830,-0.804
-0.189,-0.845,-0.806
-0.164,-0.847,-0.833
-0.148,-0.823,-0.812
-0.159,-0.828,-0.833
-0.146,-0.825,-0.815
-0.162,-0.835,-0.835
-0.161,-0.820,-0.834
-0.146,-0.847,-0.820
-0.132,-0.867,-0.816
-0.123,-0.904,-0.801
-0.102,-0.908,-0.808
-0.046,-0.867,-0.795
0.079,-0.843,-0.807
0.313,-0.834,-0.794
0.367,-0.840,-0.811
0.364,-0.816,-0.809
0.335,-0.834,-0.800
0.294,-0.504,-0.795
0.254,-0.501,-0.773
0.188,-0.510,-0.782
0.164,-0.509,-0.769
0.121,-0.517,-0.783
0.102,-0.533,-0.793
0.118,-0.554,-0.768
0.107,-0.539,-0.769
0.095,-0.552,-0.771
0.052,-0.574,-0.810
0.052,-0.576,-0.786
0.019,-0.580,-0.801
-0.000,-0.562,-0.801
-0.012,-0.554,-0.804
-0.031,-0.554,-0.818
-0.047,-0.573,-0.829
-0.054,-0.565,-0.826
-0.073,-0.604,-0.836
-0.071,-0.611,-0.839
-0.069,-0.611,-0.832
-0.079,-0.625,-0.838
-0.099,-0.639,-0.848
-0.107,-0.625,-0.833
-0.091,-0.622,-0.793
-0.099,-0.631,-0.787
-0.115,-0.615,-0.793
-0.110,-0.603,-0.783
-0.118,-0.622,-0.796
-0.109,-0.652,-0.797
-0.094,-0.643,-0.796
-0.100,-0.640,-0.812
-0.090,-0.654,-0.811
-0.099,-0.665,-0.829
-0.081,-0.656,-0.816
-0.069,-0.675,-0.813
-0.073,-0.676,-0.822
-0.080,-0.683,-0.843
-0.054,-0.661,-0.846
-0.011,-0.669,-0.826
0.029,-0.681,-0.847
-0.020,-0.685,-0.906
-0.029,-0.682,-0.901
-0.001,-0.710,-0.849
0.053,-0.702,-0.823
0.052,-0.724,-0.824
0.073,-0.744,-0.832
0.169,-0.754,-0.811
0.271,-0.764,-0.803
0.300,-0.751,-0.807
0.358,-0.737,-0.801
0.490,-0.742,-0.806
0.656,-0.734,-0.800
0.747,-0.736,-0.775
0.758,-0.739,-0.759
0.737,-0.736,-0.766
0.735,-0.749,-0.749
0.701,-0.770,-0.759
0.652,-0.790,-0.780
0.641,-0.798,-0.782
0.641,-0.752,-0.782
0.625,-0.772,-0.798
0.600,-0.754,-0.818
0.612,-0.744,-0.792
0.571,-0.678,-0.818
0.579,-0.646,-0.811
0.580,-0.616,-0.819
0.148,-0.604,-0.818
0.132,-0.611,-0.768
0.149,-0.590,-0.756
0.132,-0.588,-0.768
0.157,-0.603,-0.738
0.148,-0.605,-0.747
0.143,-0.596,-0.756
0.112,-0.525,-0.774
0.113,-0.480,-0.763
0.124,-0.459,-0.752
0.123,-0.441,-0.757
0.119,-0.433,-0.753
0.112,-0.433,-0.741
0.093,-0.429,-0.755
0.092,-0.469,-0.761
0.106,-0.485,-0.742
